draw,rebalance_date,macro_source_date,temperature,max_tokens,parse_ok,inflation,growth,credit_stress,policy,risk_appetite,latency_s,error,reply_text
902,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.5,0.7,-0.6,-0.4,6.34,,"{""inflation"": 0.8, ""growth"": -0.5, ""credit_stress"": 0.7, ""policy"": -0.6, ""risk_appetite"": -0.4}"
904,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.7,0.3,-0.5,5.85,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.7, ""policy"": 0.3, ""risk_appetite"": -0.5}"
901,2020-03-02,2020-02-29,0.0,2048,True,0.75,-0.65,0.55,0.6,-0.6,7.06,,"{""inflation"": 0.75, ""growth"": -0.65, ""credit_stress"": 0.55, ""policy"": 0.60, ""risk_appetite"": -0.60}"
920,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.5,0.4,0.6,-0.7,4.78,,"{""inflation"": 0.8, ""growth"": -0.5, ""credit_stress"": 0.4, ""policy"": 0.6, ""risk_appetite"": -0.7}"
908,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.98,0.43,-0.98,-0.85,6.77,,"{""inflation"": 0.85, ""growth"": -0.98, ""credit_stress"": 0.43, ""policy"": -0.98, ""risk_appetite"": -0.85}"
915,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.6,0.5,-0.6,5.3,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.6, ""policy"": 0.5, ""risk_appetite"": -0.6}"
914,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.4,0.1,-0.7,5.82,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.4, ""policy"": 0.1, ""risk_appetite"": -0.7}"
909,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.4,0.8,0.5,-0.6,6.9,,"{""inflation"": 0.8, ""growth"": -0.4, ""credit_stress"": 0.8, ""policy"": 0.5, ""risk_appetite"": -0.6}"
907,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.6,0.43,0.8,-0.7,7.49,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.6,
  ""credit_stress"": 0.43,
  ""policy"": 0.8,
  ""risk_appetite"": -0.7
}
```"
878,2020-03-02,2020-02-29,0.0,2048,False,,,,,,16.48,,"We need to interpret macro state: CPI yoy +0.85 (inflation high). hy_oas_z +0.43 (yield spread? hy_oas maybe high yield spread? Actually hy_oas_z: high yield OAS? Not sure. t10y2y_z: -0.98 (10-year minus 2-year yield spread negative, i.e., inverted). That indicates credit stress? Actually t10y2y negative indicates steepening? Wait: t10y2y is the 10-year minus 2-year yield spread. Negative means 10-year yield lower than 2-year, indicating steepening? Actually typical: 10-year > 2-year. Negative indicates inversion, which is a sign of recession expectations, credit stress? Might reflect policy? Let's think.

We have five axes: inflation, growth, credit_stress, policy, risk_appetite.

We need to map macro state to loadings.

Inflation: CPI yoy +0.85 => high inflation => loading positive, maybe +0.8.

Growth: hy_oas_z +0.43? Not sure. hy_oas_z maybe high yield OAS? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spread. But growth? Maybe hy_oas_z is a proxy for growth? Not sure. Could be ""high yield OAS"" which is a measure of credit risk. But we have separate credit_stress axis. So hy_oas_z might be growth? Actually hy_oas_z could be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" maybe ""high yield OAS"" or ""high yield OAS""? But we have t10y2y_z: negative indicates steepening? Actually t10y2y negative indicates 10-year yield lower than 2-year, which is a sign of recession expectations, credit stress. So credit_stress likely high. So credit_stress loading positive.

Policy: t10y2y negative indicates policy tightening? Actually negative t10y2y indicates 10-year yield lower than 2-year, which is a sign of policy tightening? Actually policy axis might be ""policy stance"" (tightening vs easing). Negative t10y2y indicates a steepening of the yield curve? Wait, typical: 10-year yield > 2-year yield. If 10-year yield is lower than 2-year, that indicates a steepening? Actually if 10-year yield is lower, the curve is inverted. That is a sign of recession expectations, not necessarily policy. But policy axis might be ""policy stance"" (tightening vs easing). The t10y2y negative might reflect policy tightening? Actually if 10-year yield is lower than 2-year, that might reflect expectations of lower rates in the future, which could be due to policy easing. But the negative t10y2y indicates a steepening? Wait, let's think: The 10-year minus 2-year yield spread is often used as a recession indicator. A negative spread indicates an inverted yield curve, which historically precedes recessions. That could be due to expectations of lower rates in the future (policy easing). So policy axis might be negative (policy easing). But we also have CPI high, which might push policy tightening. So ambiguous. But we can weigh.

Risk appetite: high inflation, negative t10y2y, maybe risk appetite low. So risk appetite negative.

Let's assign loadings:

Inflation: +0.8

Growth: hy_oas_z +0.43 maybe indicates growth? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Actually hy_oas_z might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy_oas"" might be ""high yield OAS"" which is a measure of credit spreads. But we have credit_stress axis. So hy_oas_z might be growth? Wait, hy_oas_z: ""hy"
916,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.8,0.5,-0.8,6.14,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.8, ""policy"": 0.5, ""risk_appetite"": -0.8}"
903,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.9,0.5,-0.9,-0.7,8.99,,"{""inflation"": 0.8, ""growth"": -0.9, ""credit_stress"": 0.5, ""policy"": -0.9, ""risk_appetite"": -0.7}"
931,2020-03-02,2020-02-29,0.0,2048,True,0.75,-0.85,0.45,-0.65,-0.55,3.55,,"{""inflation"": 0.75, ""growth"": -0.85, ""credit_stress"": 0.45, ""policy"": -0.65, ""risk_appetite"": -0.55}"
923,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.6,0.8,-0.7,-0.6,5.41,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.6,
  ""credit_stress"": 0.8,
  ""policy"": -0.7,
  ""risk_appetite"": -0.6
}
```
"
922,2020-03-02,2020-02-29,0.0,2048,True,0.9,0.4,0.8,0.7,-0.8,6.42,,"{""inflation"": 0.9, ""growth"": 0.4, ""credit_stress"": 0.8, ""policy"": 0.7, ""risk_appetite"": -0.8}"
918,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.7,-0.5,-0.6,6.86,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.7, ""policy"": -0.5, ""risk_appetite"": -0.6}"
919,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.9,0.7,-0.8,6.9,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.9, ""policy"": 0.7, ""risk_appetite"": -0.8}"
927,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.4,0.9,0.3,-0.7,5.02,,"{""inflation"": 0.85, ""growth"": -0.4, ""credit_stress"": 0.9, ""policy"": 0.3, ""risk_appetite"": -0.7}"
921,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.4,0.3,-0.6,7.04,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.4, ""policy"": 0.3, ""risk_appetite"": -0.6}"
929,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.8,0.7,-0.7,5.02,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.8, ""policy"": 0.7, ""risk_appetite"": -0.7}"
932,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.7,0.8,0.6,-0.7,5.32,,"{""inflation"": 0.85, ""growth"": -0.7, ""credit_stress"": 0.8, ""policy"": 0.6, ""risk_appetite"": -0.7}"
928,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.4,-0.7,-0.5,6.12,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.4, ""policy"": -0.7, ""risk_appetite"": -0.5}"
943,2020-03-02,2020-02-29,0.0,2048,True,0.85,0.4,0.9,0.7,-0.8,2.91,,"{""inflation"": 0.85, ""growth"": 0.4, ""credit_stress"": 0.9, ""policy"": 0.7, ""risk_appetite"": -0.8}"
937,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.3,0.8,0.7,-0.7,4.34,,"{""inflation"": 0.8, ""growth"": -0.3, ""credit_stress"": 0.8, ""policy"": 0.7, ""risk_appetite"": -0.7}"
913,2020-03-02,2020-02-29,0.0,2048,True,0.9,-0.7,0.5,-0.8,-0.7,10.24,,"{""inflation"": 0.9, ""growth"": -0.7, ""credit_stress"": 0.5, ""policy"": -0.8, ""risk_appetite"": -0.7}"
934,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.9,0.7,-0.6,-0.8,6.43,,"{""inflation"": 0.8, ""growth"": -0.9, ""credit_stress"": 0.7, ""policy"": -0.6, ""risk_appetite"": -0.8}"
924,2020-03-02,2020-02-29,0.0,2048,True,0.85,0.43,-0.8,0.7,-0.2,9.04,,"{""inflation"": 0.85, ""growth"": 0.43, ""credit_stress"": -0.8, ""policy"": 0.7, ""risk_appetite"": -0.2}"
946,2020-03-02,2020-02-29,0.0,2048,True,0.9,-0.6,0.8,0.7,-0.8,4.27,,"```json
{
  ""inflation"": 0.9,
  ""growth"": -0.6,
  ""credit_stress"": 0.8,
  ""policy"": 0.7,
  ""risk_appetite"": -0.8
}
```
"
925,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.43,0.9,-0.7,8.71,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.43, ""policy"": 0.9, ""risk_appetite"": -0.7}"
942,2020-03-02,2020-02-29,0.0,2048,True,0.85,0.43,-0.98,-0.98,-0.5,5.45,,"```json
{
  ""inflation"": 0.85,
  ""growth"": 0.43,
  ""credit_stress"": -0.98,
  ""policy"": -0.98,
  ""risk_appetite"": -0.5
}
```
"
939,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.5,0.6,-0.7,5.99,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.5, ""policy"": 0.6, ""risk_appetite"": -0.7}"
926,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.5,0.8,0.6,-0.7,9.32,,"{""inflation"": 0.85, ""growth"": -0.5, ""credit_stress"": 0.8, ""policy"": 0.6, ""risk_appetite"": -0.7}"
948,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.6,0.8,0.7,-0.7,4.81,,"{""inflation"": 0.85, ""growth"": -0.6, ""credit_stress"": 0.8, ""policy"": 0.7, ""risk_appetite"": -0.7}"
910,2020-03-02,2020-02-29,0.0,2048,True,0.85,0.43,0.98,0.8,-0.7,13.13,,"{""inflation"": 0.85, ""growth"": 0.43, ""credit_stress"": 0.98, ""policy"": 0.8, ""risk_appetite"": -0.7}"
949,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.4,0.6,-0.6,4.89,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.4, ""policy"": 0.6, ""risk_appetite"": -0.6}"
940,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.4,0.9,0.7,-0.6,6.72,,"{""inflation"": 0.85, ""growth"": -0.4, ""credit_stress"": 0.9, ""policy"": 0.7, ""risk_appetite"": -0.6}"
941,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.5,0.9,0.7,-0.8,6.75,,"{""inflation"": 0.8, ""growth"": -0.5, ""credit_stress"": 0.9, ""policy"": 0.7, ""risk_appetite"": -0.8}"
933,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.9,0.43,0.9,-0.8,9.15,,"{""inflation"": 0.85, ""growth"": -0.9, ""credit_stress"": 0.43, ""policy"": 0.9, ""risk_appetite"": -0.8}"
956,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.55,0.65,0.3,-0.8,3.87,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.55,
  ""credit_stress"": 0.65,
  ""policy"": 0.30,
  ""risk_appetite"": -0.80
}
```
"
953,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.7,0.2,-0.8,5.18,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.7, ""policy"": 0.2, ""risk_appetite"": -0.8}"
935,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.4,-0.6,0.7,-0.5,9.55,,"{""inflation"": 0.8, ""growth"": -0.4, ""credit_stress"": -0.6, ""policy"": 0.7, ""risk_appetite"": -0.5}"
962,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.4,0.9,0.7,-0.6,2.43,,"```json
{
  ""inflation"": 0.8,
  ""growth"": -0.4,
  ""credit_stress"": 0.9,
  ""policy"": 0.7,
  ""risk_appetite"": -0.6
}
```
"
917,2020-03-02,2020-02-29,0.0,2048,True,0.9,-0.4,0.8,0.7,-0.6,13.36,,"{""inflation"": 0.9, ""growth"": -0.4, ""credit_stress"": 0.8, ""policy"": 0.7, ""risk_appetite"": -0.6}"
960,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.4,0.6,-0.5,3.15,,"```json
{
  ""inflation"": 0.8,
  ""growth"": -0.7,
  ""credit_stress"": 0.4,
  ""policy"": 0.6,
  ""risk_appetite"": -0.5
}
```"
954,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.6,0.5,-0.6,5.64,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.6, ""policy"": 0.5, ""risk_appetite"": -0.6}"
947,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.43,-0.7,-0.6,7.76,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.43, ""policy"": -0.7, ""risk_appetite"": -0.6}"
944,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.6,0.7,-0.8,-0.7,8.23,,"{""inflation"": 0.85, ""growth"": -0.6, ""credit_stress"": 0.7, ""policy"": -0.8, ""risk_appetite"": -0.7}"
957,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.7,0.6,-0.6,-0.7,5.01,,"{""inflation"": 0.85, ""growth"": -0.7, ""credit_stress"": 0.6, ""policy"": -0.6, ""risk_appetite"": -0.7}"
861,2020-03-02,2020-02-29,0.0,2048,False,,,,,,28.77,,"We need to interpret macro state: CPI yoy +0.85 (inflation high). hy_oas_z +0.43 (yield spread? hy_oas maybe high yield spread? Actually hy_oas_z: high yield OAS? Not sure. t10y2y_z: -0.98 (10-year minus 2-year yield spread negative, indicating steepening? Actually t10y2y is the 10-year minus 2-year spread; negative means 2-year yields higher than 10-year, indicating steepening? Actually if negative, 2-year > 10-year, so steepening. That suggests policy tightening? Or credit stress? Let's think.

We have five axes: inflation, growth, credit_stress, policy, risk_appetite.

We need to map macro state to loadings.

Inflation: CPI yoy +0.85 => high inflation => loading positive, maybe +0.8.

Growth: hy_oas_z +0.43? Not sure. hy_oas_z maybe high yield OAS? Actually hy_oas_z: maybe ""high yield OAS"" or ""high yield OAS""? Could be ""high yield OAS"" which is a measure of credit spread. But hy_oas_z is positive, meaning high yield OAS relative to rolling window. That could indicate credit stress? But it's a growth axis? Not sure. Maybe hy_oas_z is ""high yield OAS"" which is a credit spread measure. But we have credit_stress axis separately. So hy_oas_z might be ""growth"" indicator? Actually hy_oas_z could be ""high yield OAS"" but that is credit. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is ""high yield OAS"" which"
965,2020-03-02,2020-02-29,0.0,2048,True,0.8,0.4,0.9,-0.3,-0.7,3.44,,"```json
{
  ""inflation"": 0.80,
  ""growth"": 0.40,
  ""credit_stress"": 0.90,
  ""policy"": -0.30,
  ""risk_appetite"": -0.70
}
```"
958,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.6,0.5,-0.6,5.59,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.6, ""policy"": 0.5, ""risk_appetite"": -0.6}"
938,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.2,0.9,0.7,-0.8,10.25,,"{""inflation"": 0.8, ""growth"": -0.2, ""credit_stress"": 0.9, ""policy"": 0.7, ""risk_appetite"": -0.8}"
945,2020-03-02,2020-02-29,0.0,2048,True,0.8,0.3,0.7,-0.5,-0.6,9.55,,"```json
{
  ""inflation"": 0.8,
  ""growth"": 0.3,
  ""credit_stress"": 0.7,
  ""policy"": -0.5,
  ""risk_appetite"": -0.6
}
```
"
930,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.98,0.43,0.5,-0.9,13.46,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.98,
  ""credit_stress"": 0.43,
  ""policy"": 0.5,
  ""risk_appetite"": -0.9
}
```"
972,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.43,0.5,-0.6,3.51,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.80,
  ""credit_stress"": 0.43,
  ""policy"": 0.50,
  ""risk_appetite"": -0.60
}
```
"
963,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.5,0.8,0.7,-0.8,5.99,,"{""inflation"": 0.85, ""growth"": -0.5, ""credit_stress"": 0.8, ""policy"": 0.7, ""risk_appetite"": -0.8}"
971,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.4,0.43,0.6,-0.7,4.67,,"{""inflation"": 0.85, ""growth"": -0.4, ""credit_stress"": 0.43, ""policy"": 0.6, ""risk_appetite"": -0.7}"
974,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.5,0.7,-0.6,4.22,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.5, ""policy"": 0.7, ""risk_appetite"": -0.6}"
951,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.9,0.5,-0.4,-0.7,10.46,,"{""inflation"": 0.8, ""growth"": -0.9, ""credit_stress"": 0.5, ""policy"": -0.4, ""risk_appetite"": -0.7}"
983,2020-03-02,2020-02-29,0.0,2048,True,0.8,0.4,0.9,0.6,-0.5,3.06,,"```json
{
  ""inflation"": 0.8,
  ""growth"": 0.4,
  ""credit_stress"": 0.9,
  ""policy"": 0.6,
  ""risk_appetite"": -0.5
}
```"
966,2020-03-02,2020-02-29,0.0,2048,True,0.9,-0.5,0.8,0.7,-0.8,6.82,,"{""inflation"": 0.9, ""growth"": -0.5, ""credit_stress"": 0.8, ""policy"": 0.7, ""risk_appetite"": -0.8}"
